번호,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
60,영화상영관,03_13_02_P,3000000,CDFF4220002004000001,20040630,,01,영업/정상,13,영업중,,,,,766-3211,,,서울특별시 종로구 명륜2가 41-9번지 지하3층 ,"서울특별시 종로구 대명길 28 (명륜2가,지하3층)",,CGV 대학로 1관,20190423145700,U,2019-04-25 02:40:00.0,,199916.833506015    ,453462.420943009    ,영화상영관,영화상영관,9,,,,9,6,,,,,,,,,,,,,,,,,,,,영화관,,20040630,
61,영화상영관,03_13_02_P,3000000,CDFF4220002003000033,20030918,,01,영업/정상,13,영업중,,,,,2277-3015,,110420,서울특별시 종로구 관수동 59-7번지 신관2층 ,"서울특별시 종로구 돈화문로 13, 신관2층 (관수동)",03192,서울극장 12관,20180104095417,I,2018-08-31 23:59:59.0,,199205.329842153    ,451945.821955137    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030918,
62,영화상영관,03_13_02_P,3000000,CDFF4220002003000032,20030802,,01,영업/정상,13,영업중,,,,,2277-3015,,,서울특별시 종로구 관수동 59-7번지 6층 ,"서울특별시 종로구 돈화문로 13, 6층 (관수동)",03192,서울극장 H관,20180104095333,I,2018-08-31 23:59:59.0,,199205.329842153    ,451945.821955137    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030802,
63,영화상영관,03_13_02_P,3000000,CDFF4220002018000001,20180713,,01,영업/정상,13,영업중,,,,,02-730-5604,,,서울특별시 종로구 신문로2가 1-181번지 복합문화공간 에무 3층 ,"서울특별시 종로구 경희궁1가길 7, 복합문화공간 에무 3층 (신문로2가)",03176,에무 시네마 2관,20180713104954,I,2018-08-31 23:59:59.0,,197193.771272123    ,452199.428810287    ,영화상영관,,,,,,3,2,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20180713,
64,영화상영관,03_13_02_P,3000000,CDFF4220002016000001,20160309,,01,영업/정상,13,영업중,,,,,02)730-5515,,,서울특별시 종로구 신문로2가 1-181번지 ,"서울특별시 종로구 경희궁1가길 7, 2층 (신문로2가, 복합문화공간에무)",03176,에무 시네마 앤 카페,20180103075838,I,2018-08-31 23:59:59.0,,197193.771272123    ,452199.428810287    ,영화상영관,,5,,,,3,2,,,,,,,,,,,,,,,,,,,,영화관,,20160309,
65,영화상영관,03_13_02_P,3000000,CDFF4220002012000001,20120525,,04,취소/말소/만료/정지/중지,35,직권말소,20171115,,,,737-2567,,,서울특별시 종로구 신문로2가 1-153번지 가든플레이스 2층 ,"서울특별시 종로구 경희궁1길 1, 2층 (신문로2가, 가든플레이스)",03176,미로스페이스,20171115170733,I,2018-08-31 23:59:59.0,,197428.923002637    ,452041.177877529    ,영화상영관,,4,,,,3,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20120525,
66,영화상영관,03_13_02_P,3000000,CDFF4220002011000002,20110523,,03,폐업,03,폐업,20130809,,,,743-3422,,,서울특별시 종로구 명륜3가 109-4번지 지하1층 ,"서울특별시 종로구 성균관로3길 20-4  (명륜3가,지하1층)",,3D상상극장,20130809165332,I,2018-08-31 23:59:59.0,,199666.948921028    ,453452.586227938    ,영화상영관,,4,,,,3,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110523,
67,영화상영관,03_13_02_P,3000000,CDFF4220002011000001,20110323,,03,폐업,03,폐업,20120529,,,,"3210-3358,737-2567",,,서울특별시 종로구 신문로2가 1-153번지 가든플레이스 2층 ,"서울특별시 종로구 경희궁1길 1, 2층 (신문로2가, 가든플레이스)",110062,미로스페이스,20120608144456,I,2018-08-31 23:59:59.0,,197428.923002637    ,452041.177877529    ,영화상영관,,4,,,,3,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20110323,
68,영화상영관,03_13_02_P,3010000,CDFF4220002017000006,20171219,,01,영업/정상,13,영업중,,,,,02-2136-3500,,,서울특별시 중구 을지로6가 17-2번지 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",04563,CGV 동대문 제6관,20190424101846,U,2019-04-26 02:40:00.0,,200613.510297669    ,451817.515366883    ,영화상영관,,,,,,23,6,,,,,,,,,,,,,,,,,,,,영화관,,20171219,
69,영화상영관,03_13_02_P,3010000,CDFF4220002017000002,20171219,,01,영업/정상,13,영업중,,,,,02-2136-3500,,,서울특별시 중구 을지로6가 17-2번지 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",04563,CGV 동대문 제2관,20190424101748,U,2019-04-26 02:40:00.0,,200613.510297669    ,451817.515366883    ,영화상영관,,,,,,23,6,,,,,,,,,,,,,,,,,,,,영화관,,20171219,
70,영화상영관,03_13_02_P,3010000,CDFF4220002017000004,20171219,,01,영업/정상,13,영업중,,,,,02-2136-3500,,,서울특별시 중구 을지로6가 17-2번지 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",04563,CGV 동대문 제4관,20190424101812,U,2019-04-26 02:40:00.0,,200613.510297669    ,451817.515366883    ,영화상영관,,,,,,23,6,,,,,,,,,,,,,,,,,,,,영화관,,20171219,
71,영화상영관,03_13_02_P,3010000,CDFF4220002012000002,20120723,,01,영업/정상,13,영업중,,,,,070-7465-3672,,,서울특별시 중구 황학동 2545번지 ,서울특별시 중구 청계천로 400 (황학동),04572,롯데시네마 황학(제2관),20190114171825,U,2019-01-16 02:40:00.0,,201823.908977364    ,452076.818664092    ,영화상영관,,33,,,,33,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20120723,상업지역
72,영화상영관,03_13_02_P,3010000,CDFF4220002012000001,20120723,,01,영업/정상,13,영업중,,,,,070-7465-3672,,,서울특별시 중구 황학동 2545번지 ,"서울특별시 중구 청계천로 400 (황학동, 황학동 롯데캐슬베네치아 1층)",04572,롯데시네마 황학(제1관),20190114171852,U,2019-01-16 02:40:00.0,,201823.908977364    ,452076.818664092    ,영화상영관,,33,,,,33,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20120723,상업지역
73,영화상영관,03_13_02_P,3010000,CDFF4220002009000001,20090211,,01,영업/정상,13,영업중,,,,,02-2285-0818,,,서울특별시 중구 봉래동2가 122번지 서울역 ,"서울특별시 중구 청파로 426 (봉래동2가,서울역)",,KTX시네마,20150206131538,I,2018-08-31 23:59:59.0,,197243.215346366    ,450655.104239931    ,영화상영관,영화상영관,1,,,,1,0,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090211,상업지역
74,영화상영관,03_13_02_P,3010000,CDFF4220002008000008,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 8관,20180619175608,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
75,영화상영관,03_13_02_P,3010000,CDFF4220002007000001,20071218,,03,폐업,03,폐업,20170113,,,,2285-2102,,,서울특별시 중구 태평로1가 61-21번지 1층 ,"서울특별시 중구 세종대로21길 40, 1층 (태평로1가)",04519,스폰지하우스,20170115170503,I,2018-08-31 23:59:59.0,,197799.544196134    ,451775.169253151    ,영화상영관,영화상영관,9,,,,6,3,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20071218,상업지역
76,영화상영관,03_13_02_P,3010000,CDFF4220002006000008,20060406,,01,영업/정상,13,영업중,,,,,,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),04536,CGV명동역 씨네라이브러리 3관,20190423154335,U,2019-04-25 02:40:00.0,,198636.2503948      ,451005.721641592    ,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
77,영화상영관,03_13_02_P,3010000,CDFF4220002006000007,20060714,,01,영업/정상,13,영업중,,,,,3393-3500,,100272,서울특별시 중구 필동2가 19-1번지 ,서울특별시 중구 퇴계로 212 (필동2가),04625,대한극장(4관),20171019140114,I,2018-08-31 23:59:59.0,,199519.649768304    ,450977.250545081    ,영화상영관,영화상영관,9,,,,8,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20060714,상업지역
78,영화상영관,03_13_02_P,3010000,CDFF4220002006000006,20060406,,01,영업/정상,13,영업중,,,,,2079-0301,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),,CGV명동역 씨네라이브러리 ART 1관,20190423160532,U,2019-04-25 02:40:00.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,17,,,,11,6,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20060406,상업지역
79,영화상영관,03_13_02_P,3010000,CDFF4220002006000005,20060406,,01,영업/정상,13,영업중,,,,,,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),,CGV명동역 씨네라이브러리 2관,20190423154221,U,2019-04-25 02:40:00.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
80,영화상영관,03_13_02_P,3010000,CDFF4220002006000004,20060406,,01,영업/정상,13,영업중,,,,,,,100861,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123  (충무로2가),,인사이드시네마,20060406132854,I,2018-08-31 23:59:59.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
81,영화상영관,03_13_02_P,3010000,CDFF4220002008000007,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 7관,20180619175509,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
82,영화상영관,03_13_02_P,3010000,CDFF4220002008000006,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 6관,20180619175408,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
83,영화상영관,03_13_02_P,3010000,CDFF4220002008000005,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 5관,20180619175303,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
84,영화상영관,03_13_02_P,3010000,CDFF4220002008000004,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 4관,20180619175206,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
85,영화상영관,03_13_02_P,3010000,CDFF4220002008000003,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247, 10층 (을지로6가)",04564,메가박스중앙(주) 동대문점 3관,20180619175058,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
86,영화상영관,03_13_02_P,3010000,CDFF4220002008000002,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 2관,20180619174915,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
87,영화상영관,03_13_02_P,3010000,CDFF4220002008000001,20080910,,01,영업/정상,13,영업중,,,,,2270-0602,,,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 ,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",,메가박스중앙(주) 동대문점 COMFORT 1관,20180619174614,I,2018-08-31 23:59:59.0,,200573.641273539    ,451621.036467544    ,영화상영관,영화상영관,23,,,,16,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20080910,상업지역
88,영화상영관,03_13_02_P,3010000,CDFF4220002017000001,20171219,,01,영업/정상,13,영업중,,,,,02-2136-3500,,,서울특별시 중구 을지로6가 17-2번지 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",04563,CGV 동대문 제1관,20190424101737,U,2019-04-26 02:40:00.0,,200613.510297669    ,451817.515366883    ,영화상영관,,,,,,23,6,,,,,,,,,,,,,,,,,,,,영화관,,20171219,
89,영화상영관,03_13_02_P,3010000,CDFF4220002013000002,20130710,,01,영업/정상,13,영업중,,,,,2274-2121,,,서울특별시 중구 초동 18-5번지 ,"서울특별시 중구 마른내로 47, 6층 (초동, 명보극장)",04549,주식회사 명보아트홀(명보아트시네마),20170512081732,I,2018-08-31 23:59:59.0,,199332.29889394     ,451378.467998728    ,영화상영관,,11,,,,7,4,근린생활시설,1.4,,,,,,,,,,,,,,,,,,영화관,,20130710,상업지역
90,영화상영관,03_13_02_P,3010000,CDFF4220002013000001,20130227,,01,영업/정상,13,영업중,,,,,070-4222-8869,,,서울특별시 중구 충정로1가 68번지 ,"서울특별시 중구 새문안로 22 (충정로1가, 문화일보)",04516,청춘극장,20150326110339,I,2018-08-31 23:59:59.0,,197164.226466038    ,451647.674131454    ,영화상영관,,17,,,,11,6,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20130227,상업지역
91,영화상영관,03_13_02_P,3010000,CDFF4220002006000003,20060406,,01,영업/정상,13,영업중,,,,,,,100861,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123  (충무로2가),,인사이드시네마,20060406132621,I,2018-08-31 23:59:59.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
92,영화상영관,03_13_02_P,3010000,CDFF4220002003000007,20030520,,03,폐업,03,폐업,20091021,,,,2268-0262,,100850,서울특별시 중구 을지로6가 17-2번지 거평프레야타운 10층 ,"서울특별시 중구 장충단로13길 20  (을지로6가,거평프레야타운 10층)",,엠엠씨,20110128093045,I,2018-08-31 23:59:59.0,,200613.510297669    ,451817.515366883    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030520,
93,영화상영관,03_13_02_P,3010000,CDFF4220002003000006,20030520,,01,영업/정상,13,영업중,,,,,2274-2121,,100300,서울특별시 중구 초동 18-5번지 ,서울특별시 중구 마른내로 47  (초동),,"명보 <<1,2,5관>>",20050430111012,I,2018-08-31 23:59:59.0,,199332.29889394     ,451378.467998728    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030520,
94,영화상영관,03_13_02_P,3010000,CDFF4220002001000010,20011212,,01,영업/정상,13,영업중,,,,,3393-3500,,,서울특별시 중구 충무로4가 125-18번지 ,서울특별시 중구 퇴계로 212 (충무로4가),04557,대한극장(8관),20171019142902,I,2018-08-31 23:59:59.0,,199532.892103928    ,451004.636686214    ,영화상영관,,,,,,8,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20011212,상업지역
95,영화상영관,03_13_02_P,3010000,CDFF4220002001000009,20011212,,01,영업/정상,13,영업중,,,,,3393-3500,,,서울특별시 중구 충무로4가 125-18번지 ,서울특별시 중구 퇴계로 212 (충무로4가),04557,대한극장(7관),20171019142454,I,2018-08-31 23:59:59.0,,199532.892103928    ,451004.636686214    ,영화상영관,,,,,,8,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20011212,상업지역
96,영화상영관,03_13_02_P,3010000,CDFF4220002001000008,20011212,,01,영업/정상,13,영업중,,,,,3393-3500,,,서울특별시 중구 충무로4가 125-18번지 ,서울특별시 중구 퇴계로 212 (충무로4가),04557,대한극장(6관),20180116101353,I,2018-08-31 23:59:59.0,,199532.892103928    ,451004.636686214    ,영화상영관,,,,,,8,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20011212,상업지역
97,영화상영관,03_13_02_P,3010000,CDFF4220002005000007,20050823,,03,폐업,03,폐업,20180824,,,,3455-8341,,,서울특별시 중구 예장동 8-145번지 ,서울특별시 중구 소파로 126 (예장동),,서울애니시네마,20180903140502,U,2018-09-03 23:59:59.0,,198861.63670413     ,450682.154999599    ,영화상영관,영화상영관,5,,,,4,1,사무실,,,,,,,,,,,,,,,,,,,영화관,,20050823,일반주거지역
98,영화상영관,03_13_02_P,3010000,CDFF4220002003000010,20030520,,01,영업/정상,13,영업중,,,,,6363-2900,,100011,"서울특별시 중구 충무로1가 24-23번지 8,9,10층 ","서울특별시 중구 명동8나길 15  (충무로1가,8,9,10층)",,명동시네마,20050518105628,I,2018-08-31 23:59:59.0,,198527.099319279    ,450998.07341201     ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030520,
99,영화상영관,03_13_02_P,3010000,CDFF4220002003000009,20060406,,01,영업/정상,13,영업중,,,,,,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),04536,CGV 명동 1관,20190423160635,U,2019-04-25 02:40:00.0,,198418.741655644    ,451237.168596152    ,영화상영관,영화상영관,11,,,,9,2,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20030520,상업지역
100,영화상영관,03_13_02_P,3010000,CDFF4220002006000002,20060406,,01,영업/정상,13,영업중,,,,,,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),,CGV명동역 씨네라이브러리 1관,20190423160514,U,2019-04-25 02:40:00.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
101,영화상영관,03_13_02_P,3010000,CDFF4220002003000011,20030520,,01,영업/정상,13,영업중,,,,,,,100300,서울특별시 중구 초동 19-4번지 초동빌딩3층 ,"서울특별시 중구 마른내로 41  (초동,초동빌딩3층)",,시네아스트극장,20030520193222,I,2018-08-31 23:59:59.0,,199267.107878626    ,451366.77906293     ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030520,
102,영화상영관,03_13_02_P,3010000,CDFF4220002006000001,20060406,,01,영업/정상,13,영업중,,,,,02-,,,서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123 (충무로2가),,CGV명동역 씨네라이브러리 ART 2관,20190423160454,U,2019-04-25 02:40:00.0,,198636.2503948      ,451005.721641592    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060406,
